"State","Year","Quarter","District","Transaction_Count","Transaction_Amount"
"telangana","2019","2","kumuram bheem asifabad district","146390","319017000"
"telangana","2019","2","nizamabad district","782289","1812830000"
"telangana","2019","2","adilabad district","187419","451539000"
"telangana","2019","2","rajanna sircilla district","311530","702215000"
"telangana","2019","2","nagarkurnool district","427374","1115390000"
"telangana","2019","2","peddapalle district","657490","1566330000"
"telangana","2019","2","nirmal district","237118","604054000"
"telangana","2019","2","mahabubabad district","398457","820743000"
"telangana","2019","2","sangareddy district","1920044","3684550000"
"telangana","2019","2","wanaparthy district","270228","701368000"
"telangana","2019","2","vikarabad district","349574","741826000"
"telangana","2019","2","jagtial district","424736","1013320000"
"telangana","2019","2","yadadri bhuvanagiri district","698908","1571830000"
"telangana","2019","2","medak district","415222","805791000"
"telangana","2019","2","mahbubnagar district","550333","1270310000"
"telangana","2019","2","jaya shankar bhalupally district","290519","779327000"
"telangana","2019","2","warangal urban district","2185190","3832140000"
"telangana","2019","2","rangareddy district","16348519","25359400000"
"telangana","2019","2","hyderabad district","43511186","73949400000"
"telangana","2019","2","suryapet district","565731","1389840000"
"telangana","2019","2","jogulamba gadwal district","250255","525142000"
"telangana","2019","2","kamareddy district","454684","967448000"
"telangana","2019","2","mulugu district","129404","357196000"
"telangana","2019","2","medchal malkajgiri district","11891107","17462600000"
"telangana","2019","2","karimnagar district","1090639","2218680000"
"telangana","2019","2","mancherial district","571186","1433730000"
"telangana","2019","2","siddipet district","821209","1837830000"
"telangana","2019","2","khammam district","926878","2063510000"
"telangana","2019","3","narayanpet district","247799","507773000"
"telangana","2019","3","nalgonda district","1306394","2779870000"
"telangana","2019","3","jangaon district","617113","1100060000"
"telangana","2019","3","bhadradri kothagudem district","950852","2217030000"
"telangana","2019","3","warangal rural district","777266","1188970000"
"telangana","2019","3","kumuram bheem asifabad district","201674","415529000"
"telangana","2019","3","nizamabad district","1143733","2214950000"
"telangana","2019","3","adilabad district","253240","520201000"
"telangana","2019","3","rajanna sircilla district","431892","866013000"
"telangana","2019","3","nagarkurnool district","637843","1468970000"
"telangana","2019","3","peddapalle district","894357","1872280000"
"telangana","2019","3","nirmal district","396272","729434000"
"telangana","2019","3","mahabubabad district","571751","1039770000"
"telangana","2019","3","sangareddy district","2699670","4722370000"
"telangana","2019","3","wanaparthy district","346164","815418000"
"telangana","2019","3","vikarabad district","481649","915570000"
"telangana","2019","3","jagtial district","575677","1234360000"
"telangana","2019","3","yadadri bhuvanagiri district","930865","1868630000"
"telangana","2019","3","medak district","533338","962335000"
"telangana","2019","3","mahbubnagar district","783236","1631760000"
"telangana","2019","3","jaya shankar bhalupally district","430844","982617000"
"telangana","2019","3","warangal urban district","3280635","5206090000"
"telangana","2019","3","rangareddy district","23655175","33664000000"
"telangana","2019","3","hyderabad district","55159072","96365200000"
"telangana","2019","3","suryapet district","716286","1573220000"
"telangana","2019","3","jogulamba gadwal district","372312","743160000"
"telangana","2019","3","kamareddy district","617048","1130610000"
"telangana","2019","3","mulugu district","184715","444083000"
"telangana","2019","3","medchal malkajgiri district","17492750","23256600000"
"telangana","2019","3","karimnagar district","1604219","2911170000"
"telangana","2019","3","mancherial district","772975","1753500000"
"telangana","2019","3","siddipet district","1075629","2226180000"
"telangana","2019","3","khammam district","1352931","2602390000"
"telangana","2019","4","narayanpet district","348020","781969000"
"telangana","2019","4","nalgonda district","1934313","4432870000"
"telangana","2019","4","jangaon district","899519","1768140000"
"telangana","2019","4","bhadradri kothagudem district","1404330","3333740000"
"telangana","2019","4","warangal rural district","1122699","1916370000"
"telangana","2019","4","kumuram bheem asifabad district","315212","636251000"
"telangana","2019","4","nizamabad district","1638281","3627250000"
"telangana","2019","4","adilabad district","395004","791642000"
"telangana","2019","4","rajanna sircilla district","600689","1301540000"
"telangana","2019","4","nagarkurnool district","933585","2233920000"
"telangana","2019","4","peddapalle district","1360978","2960710000"
"telangana","2019","4","nirmal district","528301","1133230000"
"telangana","2019","4","mahabubabad district","850549","1675350000"
"telangana","2019","4","sangareddy district","3687957","6643760000"
"telangana","2019","4","wanaparthy district","507428","1216950000"
"telangana","2019","4","vikarabad district","688709","1424370000"
"telangana","2019","4","jagtial district","853526","1885810000"
"telangana","2019","4","yadadri bhuvanagiri district","1376210","2917660000"
"telangana","2019","4","medak district","746346","1468380000"
"telangana","2019","4","mahbubnagar district","1133602","2409810000"
"telangana","2019","4","jaya shankar bhalupally district","636364","1456150000"
"telangana","2019","4","warangal urban district","4698981","7877140000"
"telangana","2019","4","rangareddy district","31237803","44757300000"
"telangana","2019","4","hyderabad district","72987282","130230000000"
"telangana","2019","4","suryapet district","1055324","2378050000"
"telangana","2019","4","jogulamba gadwal district","521737","1114450000"
"telangana","2019","4","kamareddy district","896879","1897720000"
"telangana","2019","4","mulugu district","276728","653080000"
"telangana","2019","4","medchal malkajgiri district","22999944","31417900000"
"telangana","2019","4","karimnagar district","2289360","4404110000"
"telangana","2019","4","mancherial district","1219849","2827260000"
"telangana","2019","4","siddipet district","1508776","3271350000"
"telangana","2019","4","khammam district","1917973","3902060000"
"telangana","2020","1","narayanpet district","455130","1067250000"
"telangana","2020","1","nalgonda district","2636023","6345460000"
"telangana","2020","1","jangaon district","1358798","2902670000"
"telangana","2020","1","bhadradri kothagudem district","1849454","4548920000"
"telangana","2020","1","warangal rural district","1380277","2762400000"
"telangana","2020","1","kumuram bheem asifabad district","431200","924830000"
"telangana","2020","1","nizamabad district","2202642","4951420000"
"telangana","2020","1","adilabad district","521578","1199180000"
"telangana","2020","1","rajanna sircilla district","771444","1821240000"
"telangana","2020","1","nagarkurnool district","1379087","3566280000"
"telangana","2020","1","peddapalle district","1794982","3975780000"
"telangana","2020","1","nirmal district","654090","1616090000"
"telangana","2020","1","mahabubabad district","1131336","2380620000"
"telangana","2020","1","sangareddy district","4610027","8691300000"
"telangana","2020","1","wanaparthy district","705583","1719600000"
"telangana","2020","1","vikarabad district","966022","2067670000"
"telangana","2020","1","jagtial district","1100444","2555780000"
"telangana","2020","1","yadadri bhuvanagiri district","1677327","3614900000"
"telangana","2020","1","medak district","969091","1971430000"
"telangana","2020","1","mahbubnagar district","1439754","3050400000"
"telangana","2020","1","jaya shankar bhalupally district","837146","2203230000"
"telangana","2020","1","warangal urban district","6200767","12008400000"
"telangana","2020","1","rangareddy district","31802492","45881200000"
"telangana","2020","1","hyderabad district","94177232","183207000000"
"telangana","2020","1","suryapet district","1427044","3295600000"
"telangana","2020","1","jogulamba gadwal district","692408","1613420000"
"telangana","2020","1","kamareddy district","1148492","2474180000"
"telangana","2020","1","mulugu district","436187","1155100000"
"telangana","2020","1","medchal malkajgiri district","25458101","37404500000"
"telangana","2020","1","karimnagar district","3037633","6437080000"
"telangana","2020","1","mancherial district","1708111","4017580000"
"telangana","2020","1","siddipet district","1912271","4387170000"
"telangana","2020","1","khammam district","2537352","5525880000"
"telangana","2020","2","narayanpet district","695607","1503740000"
"telangana","2020","2","nalgonda district","3786127","8540610000"
"telangana","2020","2","jangaon district","1759512","3498060000"
"telangana","2020","2","bhadradri kothagudem district","2391943","5623660000"
"telangana","2020","2","warangal rural district","2026328","3918030000"
"telangana","2020","2","kumuram bheem asifabad district","589630","1322970000"
"telangana","2020","2","nizamabad district","2750473","6638420000"
"telangana","2020","2","adilabad district","680275","1524880000"
"telangana","2020","2","rajanna sircilla district","1005107","2223200000"
"telangana","2020","2","nagarkurnool district","2065489","4460050000"
"telangana","2020","2","peddapalle district","2293157","4788890000"
"telangana","2020","2","nirmal district","835049","2145020000"
"telangana","2020","2","mahabubabad district","1721463","3572110000"
"telangana","2020","2","sangareddy district","4807036","8780430000"
"telangana","2020","2","wanaparthy district","1041972","2330760000"
"telangana","2020","2","vikarabad district","1337076","2336130000"
"telangana","2020","2","jagtial district","1504160","3565040000"
"telangana","2020","2","yadadri bhuvanagiri district","2018354","4098340000"
"telangana","2020","2","medak district","1281978","2500770000"
"telangana","2020","2","mahbubnagar district","1726832","3401780000"
"telangana","2020","2","jaya shankar bhalupally district","1118207","2683330000"
"telangana","2020","2","warangal urban district","6239185","13617300000"
"telangana","2020","2","rangareddy district","18068048","31273500000"
"telangana","2020","2","hyderabad district","56374644","130820000000"
"telangana","2020","2","suryapet district","2070003","5008820000"
"telangana","2020","2","jogulamba gadwal district","960673","2414250000"
"telangana","2020","2","kamareddy district","1588473","3530200000"
"telangana","2020","2","mulugu district","548767","1498500000"
"telangana","2020","2","medchal malkajgiri district","17860704","29732100000"
"telangana","2020","2","karimnagar district","3030914","6621190000"
"telangana","2020","2","mancherial district","2131238","4472790000"
"telangana","2020","2","siddipet district","2417054","5240900000"
"telangana","2020","2","khammam district","3329665","7845970000"
"telangana","2020","3","narayanpet district","783327","1902630000"
"telangana","2020","3","nalgonda district","5228596","12019400000"
"telangana","2020","3","jangaon district","2017277","4140320000"
"telangana","2020","3","bhadradri kothagudem district","3196550","7671320000"
"telangana","2020","3","warangal rural district","2344202","4962990000"
"telangana","2020","3","kumuram bheem asifabad district","769865","1675480000"
"telangana","2020","3","nizamabad district","3738711","8812060000"
"telangana","2020","3","adilabad district","897345","1988330000"
"telangana","2020","3","rajanna sircilla district","1341971","3102180000"
"telangana","2020","3","nagarkurnool district","2457619","5813970000"
"telangana","2020","3","peddapalle district","3165247","6772930000"
"telangana","2020","3","nirmal district","1117211","3114730000"
"telangana","2020","3","mahabubabad district","2057383","4294090000"
"telangana","2020","3","sangareddy district","6800085","12980700000"
"telangana","2020","3","wanaparthy district","1234628","3016250000"
"telangana","2020","3","vikarabad district","1608742","3284050000"
"telangana","2020","3","jagtial district","2078603","5050140000"
"telangana","2020","3","yadadri bhuvanagiri district","2675838","5838320000"
"telangana","2020","3","medak district","1948206","4236040000"
"telangana","2020","3","mahbubnagar district","2371373","5055800000"
"telangana","2020","3","jaya shankar bhalupally district","1439193","3673330000"
"telangana","2020","3","warangal urban district","7847624","17470800000"
"telangana","2020","3","rangareddy district","29573243","51787700000"
"telangana","2020","3","hyderabad district","99285803","228449000000"
"telangana","2020","3","suryapet district","2745417","6451800000"
"telangana","2020","3","jogulamba gadwal district","1269849","3465590000"
"telangana","2020","3","kamareddy district","1931489","4253800000"
"telangana","2020","3","mulugu district","700289","1906990000"
"telangana","2020","3","medchal malkajgiri district","28698311","48831700000"
"telangana","2020","3","karimnagar district","4242409","9665080000"
"telangana","2020","3","mancherial district","3056009","6633820000"
"telangana","2020","3","siddipet district","3137039","7015920000"
"telangana","2020","3","khammam district","4612672","10624100000"
"telangana","2020","4","narayanpet district","1122820","2835820000"
"telangana","2020","4","nalgonda district","7966177","19282400000"
"telangana","2020","4","jangaon district","3031598","6561520000"
"telangana","2020","4","bhadradri kothagudem district","5185352","12782100000"
"telangana","2020","4","warangal rural district","3301035","7061020000"
"telangana","2020","4","kumuram bheem asifabad district","1255788","2599620000"
"telangana","2020","4","nizamabad district","5857682","15245200000"
"telangana","2020","4","adilabad district","1494484","3501130000"
"telangana","2020","4","rajanna sircilla district","2158748","5123170000"
"telangana","2020","4","nagarkurnool district","3613079","9022680000"
"telangana","2020","4","peddapalle district","5150603","10874800000"
"telangana","2020","4","nirmal district","1709052","4786170000"
"telangana","2020","4","mahabubabad district","2985467","6391600000"
"telangana","2020","4","sangareddy district","11444304","22088500000"
"telangana","2020","4","wanaparthy district","1878120","4653270000"
"telangana","2020","4","vikarabad district","2521145","5380590000"
"telangana","2020","4","jagtial district","3204589","8148630000"
"telangana","2020","4","yadadri bhuvanagiri district","4445644","10127000000"
"telangana","2020","4","medak district","2913551","6627120000"
"telangana","2020","4","mahbubnagar district","3778283","8337770000"
"telangana","2020","4","jaya shankar bhalupally district","2144371","5358550000"
"telangana","2020","4","warangal urban district","11918795","25712200000"
"telangana","2020","4","rangareddy district","53405219","89256100000"
"telangana","2020","4","hyderabad district","117008707","243045000000"
"telangana","2020","4","suryapet district","4322234","10332700000"
"telangana","2020","4","jogulamba gadwal district","1815083","4716810000"
"telangana","2020","4","kamareddy district","3045875","7470240000"
"telangana","2020","4","mulugu district","1080109","2751720000"
"telangana","2020","4","medchal malkajgiri district","49900746","81801100000"
"telangana","2020","4","karimnagar district","6853847","15369400000"
"telangana","2020","4","mancherial district","5086014","10979000000"
"telangana","2020","4","siddipet district","5009319","11663000000"
"telangana","2020","4","khammam district","7035947","16464400000"
"telangana","2021","1","narayanpet district","1167125","3310850000"
"telangana","2021","1","nalgonda district","8018559","19628900000"
"telangana","2021","1","jangaon district","3112444","6973670000"
"telangana","2021","1","bhadradri kothagudem district","5386614","13659100000"
"telangana","2021","1","warangal rural district","3145714","7121440000"
"telangana","2021","1","kumuram bheem asifabad district","1378555","3157990000"
"telangana","2021","1","nizamabad district","5831809","14665500000"
"telangana","2021","1","adilabad district","1676245","4215820000"
"telangana","2021","1","rajanna sircilla district","2140974","5260860000"
"telangana","2021","1","nagarkurnool district","3694212","10257100000"
"telangana","2021","1","peddapalle district","5112755","10786800000"
"telangana","2021","1","nirmal district","1744066","5096550000"
"telangana","2021","1","mahabubabad district","2942202","6803110000"
"telangana","2021","1","sangareddy district","12350347","23546300000"
"telangana","2021","1","wanaparthy district","1880504","5057450000"
"telangana","2021","1","vikarabad district","2667959","6288650000"
"telangana","2021","1","jagtial district","3293619","8495920000"
"telangana","2021","1","yadadri bhuvanagiri district","4682204","10482100000"
"telangana","2021","1","medak district","2852487","6251720000"
"telangana","2021","1","mahbubnagar district","4009637","9130050000"
"telangana","2021","1","jaya shankar bhalupally district","2105785","5545120000"
"telangana","2021","1","warangal urban district","13629397","28292700000"
"telangana","2021","1","rangareddy district","60675056","98883100000"
"telangana","2021","1","hyderabad district","169703372","316572000000"
"telangana","2021","1","suryapet district","4438459","11053100000"
"telangana","2021","1","jogulamba gadwal district","1749281","4982990000"
"telangana","2021","1","kamareddy district","2897037","7016070000"
"telangana","2021","1","mulugu district","1158750","3293240000"
"telangana","2021","1","medchal malkajgiri district","54854446","87516700000"
"telangana","2021","1","karimnagar district","6934134","15385200000"
"telangana","2021","1","mancherial district","5080342","11065600000"
"telangana","2021","1","siddipet district","5117034","11905400000"
"telangana","2021","1","khammam district","7140986","17657500000"
"telangana","2021","2","narayanpet district","1654354","4363290000"
"telangana","2021","2","nalgonda district","10161723","25305900000"
"telangana","2021","2","jangaon district","4101984","9097530000"
"telangana","2021","2","bhadradri kothagudem district","6854796","16726800000"
"telangana","2021","2","warangal rural district","4096643","9608360000"
"telangana","2021","2","kumuram bheem asifabad district","1750108","3616140000"
"telangana","2021","2","nizamabad district","7753597","21755500000"
"telangana","2021","2","adilabad district","2085591","4963030000"
"telangana","2021","2","rajanna sircilla district","2831321","6928170000"
"telangana","2021","2","nagarkurnool district","4876420","12210800000"
"telangana","2021","2","peddapalle district","6670402","14414400000"
"telangana","2021","2","nirmal district","2400460","7249340000"
"telangana","2021","2","mahabubabad district","3894628","9057760000"
"telangana","2021","2","sangareddy district","14851128","28799700000"
"telangana","2021","2","wanaparthy district","2603925","6670340000"
"telangana","2021","2","vikarabad district","3556227","7761190000"
"telangana","2021","2","jagtial district","4428112","12612200000"
"telangana","2021","2","yadadri bhuvanagiri district","5848194","13244100000"
"telangana","2021","2","medak district","3415198","7629370000"
"telangana","2021","2","mahbubnagar district","5064194","11391400000"
"telangana","2021","2","jaya shankar bhalupally district","2675877","6859770000"
"telangana","2021","2","warangal urban district","15534189","35324300000"
"telangana","2021","2","rangareddy district","63155281","113987000000"
"telangana","2021","2","hyderabad district","212326623","424873000000"
"telangana","2021","2","suryapet district","6058271","15856600000"
"telangana","2021","2","jogulamba gadwal district","2339787","6421820000"
"telangana","2021","2","kamareddy district","3927221","10042500000"
"telangana","2021","2","mulugu district","1462923","4115580000"
"telangana","2021","2","medchal malkajgiri district","58755991","102864000000"
"telangana","2021","2","karimnagar district","8548354","20534200000"
"telangana","2021","2","mancherial district","6439833","13999300000"
"telangana","2021","2","siddipet district","6647863","15903100000"
"telangana","2021","2","khammam district","9096326","23771300000"
"telangana","2021","3","narayanpet district","1866231","4774940000"
"telangana","2021","3","nalgonda district","11844124","26760600000"
"telangana","2021","3","jangaon district","4543161","9323780000"
"telangana","2021","3","bhadradri kothagudem district","8176066","18135800000"
"telangana","2021","3","warangal rural district","4443014","9287950000"
"telangana","2021","3","kumuram bheem asifabad district","2106478","3942990000"
"telangana","2021","3","nizamabad district","9331288","22809700000"
"telangana","2021","3","adilabad district","2630821","5478370000"
"telangana","2021","3","rajanna sircilla district","3381445","7695820000"
"telangana","2021","3","nagarkurnool district","5674815","13208300000"
"telangana","2021","3","peddapalle district","7647792","15215600000"
"telangana","2021","3","nirmal district","2881221","7695730000"
"telangana","2021","3","mahabubabad district","4261138","8803060000"
"telangana","2021","3","sangareddy district","18758999","33876700000"
"telangana","2021","3","wanaparthy district","2940519","7211170000"
"telangana","2021","3","vikarabad district","4239647","8826450000"
"telangana","2021","3","jagtial district","5294868","13500500000"
"telangana","2021","3","yadadri bhuvanagiri district","6990011","14856700000"
"telangana","2021","3","medak district","3824263","7874530000"
"telangana","2021","3","mahbubnagar district","6305580","13292200000"
"telangana","2021","3","jaya shankar bhalupally district","3033601","7101190000"
"telangana","2021","3","warangal urban district","20050897","41422200000"
"telangana","2021","3","rangareddy district","87884143","147772000000"
"telangana","2021","3","hyderabad district","262028284","479343000000"
"telangana","2021","3","suryapet district","7084587","16323600000"
"telangana","2021","3","jogulamba gadwal district","2868741","7342090000"
"telangana","2021","3","kamareddy district","4500228","9913120000"
"telangana","2021","3","mulugu district","1650210","4101680000"
"telangana","2021","3","medchal malkajgiri district","79514766","130838000000"
"telangana","2021","3","karimnagar district","10704240","23540100000"
"telangana","2021","3","mancherial district","7689749","15494100000"
"telangana","2021","3","siddipet district","7797337","17131000000"
"telangana","2021","3","khammam district","10938504","25395400000"
"telangana","2021","4","narayanpet district","2282965","5838080000"
"telangana","2021","4","nalgonda district","14645444","33883200000"
"telangana","2021","4","jangaon district","5473214","11362300000"
"telangana","2021","4","bhadradri kothagudem district","10121890","22567800000"
"telangana","2021","4","warangal rural district","5340764","11031600000"
"telangana","2021","4","kumuram bheem asifabad district","2622817","4842430000"
"telangana","2021","4","nizamabad district","12113902","31740400000"
"telangana","2021","4","adilabad district","3432958","7165450000"
"telangana","2021","4","rajanna sircilla district","4250102","9967800000"
"telangana","2021","4","nagarkurnool district","6870712","16125700000"
"telangana","2021","4","peddapalle district","9303742","18789700000"
"telangana","2021","4","nirmal district","3762262","10108100000"
"telangana","2021","4","mahabubabad district","5140128","10537200000"
"telangana","2021","4","sangareddy district","23598968","43773600000"
"telangana","2021","4","wanaparthy district","3681940","8637950000"
"telangana","2021","4","vikarabad district","5428281","11135600000"
"telangana","2021","4","jagtial district","6608911","17110300000"
"telangana","2021","4","yadadri bhuvanagiri district","8618815","18491100000"
"telangana","2021","4","medak district","4942024","10748300000"
"telangana","2021","4","mahbubnagar district","7948433","16922700000"
"telangana","2021","4","jaya shankar bhalupally district","3598414","7906890000"
"telangana","2021","4","warangal urban district","24530882","50725000000"
"telangana","2021","4","rangareddy district","111354739","188839000000"
"telangana","2021","4","hyderabad district","325636475","582079000000"
"telangana","2021","4","suryapet district","8746371","20490100000"
"telangana","2021","4","jogulamba gadwal district","3475042","8363110000"
"telangana","2021","4","kamareddy district","5852557","14019200000"
"telangana","2021","4","mulugu district","2002635","4656640000"
"telangana","2021","4","medchal malkajgiri district","98780634","164568000000"
"telangana","2021","4","karimnagar district","13040240","29149200000"
"telangana","2021","4","mancherial district","9454805","18941100000"
"telangana","2021","4","siddipet district","9904471","21996100000"
"telangana","2021","4","khammam district","13424236","31245200000"
"telangana","2022","1","narayanpet district","2758911","7151470000"
"telangana","2022","1","nalgonda district","17014104","39284800000"
"telangana","2022","1","jangaon district","6272901","13092600000"
"telangana","2022","1","bhadradri kothagudem district","11205856","25370900000"
"telangana","2022","1","warangal rural district","6150545","13344900000"
"telangana","2022","1","kumuram bheem asifabad district","2974932","5793480000"
"telangana","2022","1","nizamabad district","13749642","33996700000"
"telangana","2022","1","adilabad district","4070616","8595610000"
"telangana","2022","1","rajanna sircilla district","4899037","11337000000"
"telangana","2022","1","nagarkurnool district","8134709","19698600000"
"telangana","2022","1","peddapalle district","10330840","20671200000"
"telangana","2022","1","nirmal district","4497647","12055500000"
"telangana","2022","1","mahabubabad district","5919451","12694300000"
"telangana","2022","1","sangareddy district","27250369","50754000000"
"telangana","2022","1","wanaparthy district","4303823","10471900000"
"telangana","2022","1","vikarabad district","6463353","13753000000"
"telangana","2022","1","jagtial district","7599529","19792300000"
"telangana","2022","1","yadadri bhuvanagiri district","9901695","21558300000"
"telangana","2022","1","medak district","5651890","11841300000"
"telangana","2022","1","mahbubnagar district","9243634","19752600000"
"telangana","2022","1","jaya shankar bhalupally district","4079946","9295070000"
"telangana","2022","1","warangal urban district","27504554","56954300000"
"telangana","2022","1","rangareddy district","127675017","216610000000"
"telangana","2022","1","hyderabad district","372711414","661513000000"
"telangana","2022","1","suryapet district","10201103","23321400000"
"telangana","2022","1","jogulamba gadwal district","3961470","10094400000"
"telangana","2022","1","kamareddy district","6663659","15293100000"
"telangana","2022","1","mulugu district","2589325","6575020000"
"telangana","2022","1","medchal malkajgiri district","110893187","185168000000"
"telangana","2022","1","karimnagar district","14698433","32332900000"
"telangana","2022","1","mancherial district","10350779","21171400000"
"telangana","2022","1","siddipet district","11464769","25404800000"
"telangana","2022","1","khammam district","15266245","35894500000"
"telangana","2022","2","narayanpet district","3197626","7716010000"
"telangana","2022","2","nalgonda district","19977314","44558900000"
"telangana","2022","2","jangaon district","7231360","14920000000"
"telangana","2022","2","bhadradri kothagudem district","12778081","28087500000"
"telangana","2022","2","warangal rural district","6842881","14387400000"
"telangana","2022","2","kumuram bheem asifabad district","3332600","6154190000"
"telangana","2022","2","nizamabad district","16389018","40971000000"
"telangana","2022","2","adilabad district","4656805","9736800000"
"telangana","2022","2","rajanna sircilla district","5764243","12736500000"
"telangana","2022","2","nagarkurnool district","9122281","20244400000"
"telangana","2022","2","peddapalle district","11850597","23425000000"
"telangana","2022","2","nirmal district","5225334","13792000000"
"telangana","2022","2","mahabubabad district","6638916","13720800000"
"telangana","2022","2","sangareddy district","32680472","59585400000"
"telangana","2022","2","wanaparthy district","4966803","11045000000"
"telangana","2022","2","vikarabad district","7440634","14492500000"
"telangana","2022","2","jagtial district","8877101","22247000000"
"telangana","2022","2","yadadri bhuvanagiri district","11567957","24184600000"
"telangana","2022","2","medak district","6738825","13698200000"
"telangana","2022","2","mahbubnagar district","10705223","21963900000"
"telangana","2022","2","jaya shankar bhalupally district","4528732","9634070000"
"telangana","2022","2","warangal urban district","32791256","66551500000"
"telangana","2022","2","rangareddy district","161888380","267053000000"
"telangana","2022","2","hyderabad district","446470234","775909000000"
"telangana","2022","2","suryapet district","11843388","27017600000"
"telangana","2022","2","jogulamba gadwal district","4701957","11410500000"
"telangana","2022","2","kamareddy district","7702879","17239400000"
"telangana","2022","2","mulugu district","2656701","6165940000"
"telangana","2022","2","medchal malkajgiri district","134114768","221257000000"
"telangana","2022","2","karimnagar district","17621343","38465100000"
"telangana","2022","2","mancherial district","11792212","23483400000"
"telangana","2022","2","siddipet district","13598517","29087200000"
"telangana","2022","2","khammam district","17688119","40474400000"
"telangana","2022","3","narayanpet district","3149412","7372510000"
"telangana","2022","3","nalgonda district","19442094","40798000000"
"telangana","2022","3","jangaon district","6580615","13279400000"
"telangana","2022","3","bhadradri kothagudem district","12264577","25289900000"
"telangana","2022","3","warangal rural district","6206207","12580700000"
"telangana","2022","3","kumuram bheem asifabad district","3217193","5642720000"
"telangana","2022","3","nizamabad district","15374558","35480900000"
"telangana","2022","3","adilabad district","4697252","8917130000"
"telangana","2022","3","rajanna sircilla district","5407265","11900800000"
"telangana","2022","3","nagarkurnool district","8782718","18637800000"
"telangana","2022","3","peddapalle district","10936393","20799400000"
"telangana","2022","3","nirmal district","5045789","12158800000"
"telangana","2022","3","mahabubabad district","6113296","11797700000"
"telangana","2022","3","sangareddy district","33187414","57832600000"
"telangana","2022","3","wanaparthy district","4675529","10130100000"
"telangana","2022","3","vikarabad district","7799069","14232100000"
"telangana","2022","3","jagtial district","8168113","19843400000"
"telangana","2022","3","yadadri bhuvanagiri district","10857894","22042600000"
"telangana","2022","3","medak district","6256711","12214500000"
"telangana","2022","3","mahbubnagar district","10611492","20954900000"
"telangana","2022","3","jaya shankar bhalupally district","4204613","8896890000"
"telangana","2022","3","warangal urban district","27244856","55794300000"
"telangana","2022","3","rangareddy district","169029273","272598000000"
"telangana","2022","3","hyderabad district","1018658174","1586050000000"
"telangana","2022","3","suryapet district","11413191","23876500000"
"telangana","2022","3","jogulamba gadwal district","4706947","11052100000"
"telangana","2022","3","kamareddy district","7186922","14964300000"
"telangana","2022","3","mulugu district","2441037","5260860000"
"telangana","2022","3","medchal malkajgiri district","136384039","223442000000"
"telangana","2022","3","karimnagar district","17095584","36478400000"
"telangana","2022","3","mancherial district","11116187","21649200000"
"telangana","2022","3","siddipet district","12900290","27570100000"
"telangana","2022","3","khammam district","17010697","36789800000"
"telangana","2022","4","narayanpet district","3435861","7851530000"
"telangana","2022","4","nalgonda district","21928009","45517500000"
"telangana","2022","4","jangaon district","7324178","14734000000"
"telangana","2022","4","bhadradri kothagudem district","13693915","27531400000"
"telangana","2022","4","warangal rural district","6929973","13558500000"
"telangana","2022","4","kumuram bheem asifabad district","3591695","5943430000"
"telangana","2022","4","nizamabad district","18308473","42744700000"
"telangana","2022","4","adilabad district","5167448","9396320000"
"telangana","2022","4","rajanna sircilla district","6122873","13388200000"
"telangana","2022","4","nagarkurnool district","9648058","19890900000"
"telangana","2022","4","peddapalle district","12177318","23139900000"
"telangana","2022","4","nirmal district","5783251","13462700000"
"telangana","2022","4","mahabubabad district","6768739","12887200000"
"telangana","2022","4","sangareddy district","38000808","64650000000"
"telangana","2022","4","wanaparthy district","5371569","11544300000"
"telangana","2022","4","vikarabad district","9405139","16602300000"
"telangana","2022","4","jagtial district","9304649","22521300000"
"telangana","2022","4","yadadri bhuvanagiri district","12310890","25002600000"
"telangana","2022","4","medak district","7373744","14554000000"
"telangana","2022","4","mahbubnagar district","12087718","23376400000"
"telangana","2022","4","jaya shankar bhalupally district","4699909","9308140000"
"telangana","2022","4","warangal urban district","29269688","57991200000"
"telangana","2022","4","rangareddy district","191136402","295774000000"
"telangana","2022","4","hyderabad district","1133829812","1753800000000"
"telangana","2022","4","suryapet district","12755991","27190900000"
"telangana","2022","4","jogulamba gadwal district","5163965","11177300000"
"telangana","2022","4","kamareddy district","8479586","18382000000"
"telangana","2022","4","mulugu district","2756762","5528210000"
"telangana","2022","4","medchal malkajgiri district","151514969","237727000000"
"telangana","2022","4","karimnagar district","19056918","39357500000"
"telangana","2022","4","mancherial district","12469076","23710000000"
"telangana","2022","4","siddipet district","14715170","30384200000"
"telangana","2022","4","khammam district","18924276","39626400000"
"tripura","2018","1","unakoti district","5068","4349610"
"tripura","2018","1","khowai district","8838","7242490"
"tripura","2018","1","sepahijala district","14107","13224800"
"tripura","2018","1","north tripura district","9915","10869200"
"tripura","2018","1","dhalai district","9195","8812170"
"tripura","2018","1","south tripura district","18338","13785100"
"tripura","2018","1","gomati district","12229","11277300"
"tripura","2018","1","west tripura district","70467","68418300"
"tripura","2018","2","unakoti district","9198","6923400"
"tripura","2018","2","khowai district","11440","12338900"
"tripura","2018","2","sepahijala district","18815","23613700"
"tripura","2018","2","north tripura district","13859","16015800"
"tripura","2018","2","dhalai district","14563","15283100"
"tripura","2018","2","south tripura district","22366","18977200"
"tripura","2018","2","gomati district","16000","15955600"
"tripura","2018","2","west tripura district","108318","127784000"
"tripura","2018","3","unakoti district","29360","19643300"
"tripura","2018","3","khowai district","14941","21548800"
